m,TagName,
"2020-12-01 00:00:00","javascript","18585"
"2020-12-01 00:00:00","assembly","317"
"2020-12-01 00:00:00","c#","6515"
"2020-12-01 00:00:00","c","2793"
"2020-12-01 00:00:00","c++","4855"
"2020-12-01 00:00:00","java","9394"
"2020-12-01 00:00:00","python","25629"
"2020-12-01 00:00:00","go","581"
"2020-12-01 00:00:00","php","5591"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","ruby","560"
"2020-12-01 00:00:00","r","4965"
"2020-12-01 00:00:00","swift","2452"
"2021-01-01 00:00:00","java","9660"
"2021-01-01 00:00:00","javascript","19748"
"2021-01-01 00:00:00","c++","4561"
"2021-01-01 00:00:00","delphi","211"
"2021-01-01 00:00:00","assembly","334"
"2021-01-01 00:00:00","c","2763"
"2021-01-01 00:00:00","python","26642"
"2021-01-01 00:00:00","c#","6985"
"2021-01-01 00:00:00","r","5034"
"2021-01-01 00:00:00","php","5749"
"2021-01-01 00:00:00","ruby","590"
"2021-01-01 00:00:00","go","608"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","swift","2787"
"2021-02-01 00:00:00","delphi","203"
"2021-02-01 00:00:00","javascript","18095"
"2021-02-01 00:00:00","perl","134"
"2021-02-01 00:00:00","java","9231"
"2021-02-01 00:00:00","assembly","256"
"2021-02-01 00:00:00","c#","6625"
"2021-02-01 00:00:00","r","5012"
"2021-02-01 00:00:00","c","2367"
"2021-02-01 00:00:00","python","25168"
"2021-02-01 00:00:00","php","5312"
"2021-02-01 00:00:00","c++","4492"
"2021-02-01 00:00:00","go","631"
"2021-02-01 00:00:00","ruby","604"
"2021-02-01 00:00:00","swift","2741"
"2021-03-01 00:00:00","assembly","342"
"2021-03-01 00:00:00","c++","4769"
"2021-03-01 00:00:00","c","2676"
"2021-03-01 00:00:00","c#","7368"
"2021-03-01 00:00:00","delphi","271"
"2021-03-01 00:00:00","javascript","19978"
"2021-03-01 00:00:00","java","10531"
"2021-03-01 00:00:00","go","830"
"2021-03-01 00:00:00","php","5656"
"2021-03-01 00:00:00","ruby","571"
"2021-03-01 00:00:00","python","28415"
"2021-03-01 00:00:00","swift","2932"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","r","6032"
"2021-04-01 00:00:00","java","9665"
"2021-04-01 00:00:00","c#","6887"
"2021-04-01 00:00:00","perl","145"
"2021-04-01 00:00:00","javascript","19002"
"2021-04-01 00:00:00","assembly","351"
"2021-04-01 00:00:00","c++","4419"
"2021-04-01 00:00:00","c","2497"
"2021-04-01 00:00:00","php","5293"
"2021-04-01 00:00:00","python","26991"
"2021-04-01 00:00:00","swift","2572"
"2021-04-01 00:00:00","r","5573"
"2021-04-01 00:00:00","ruby","610"
"2021-04-01 00:00:00","delphi","191"
"2021-04-01 00:00:00","go","701"
